,Vmag,Plx,e_Plx,B-V,SpType,TargetClass
2420,7.48,5.28,1.0,1.104,507,0
2421,7.9,5.41,0.88,0.964,609,0
2422,8.11,6.4,1.47,0.88,445,1
2423,7.99,9.3,1.0,0.325,292,1
2424,9.6,15.71,1.45,0.759,543,1
2425,7.22,10.47,0.81,0.535,366,0
2426,9.52,6.93,1.25,0.651,500,0
2427,7.88,3.14,1.02,0.126,39,1
2428,9.98,1.79,1.67,0.219,39,1
2429,9.65,6.91,2.68,1.609,771,0
2430,6.87,3.59,0.83,1.638,745,0
2431,8.89,4.85,1.4,0.397,39,1
2432,8.82,6.95,1.27,0.383,317,1
2433,8.84,2.31,1.44,1.05,668,0
2434,8.73,4.42,1.25,0.473,366,0
2435,8.48,1.79,1.15,1.44,685,0
2436,9.08,2.61,1.53,1.296,658,0
2437,8.71,0.27,0.79,0.501,182,1
2438,8.33,2.76,0.84,0.39,205,0
2439,7.52,1.9,0.9,1.211,698,0
2440,7.07,5.22,0.91,1.245,658,0
2441,9.08,5.02,1.41,0.343,317,1
2442,10.34,6.78,1.77,1.248,856,0
2443,10.5,0.67,3.03,0.554,420,0
2444,7.92,3.77,1.03,1.083,685,0
2445,8.27,13.78,1.06,0.58,465,0
2446,8.54,21.4,1.86,0.84,651,0
2447,9.15,3.18,1.39,0.131,22,1
2448,8.3,4.79,1.04,0.058,39,1
2449,9.69,2.05,1.68,1.393,689,0
2450,6.94,1.76,0.81,1.522,685,0
2451,9.74,6.25,1.53,0.486,398,1
2452,6.74,9.62,0.76,0.191,87,1
2453,9.65,38.84,1.1,1.367,771,0
2454,8.71,2.25,1.23,1.234,609,0
2455,8.69,10.38,1.08,0.537,424,0
2456,7.1,11.36,1.01,0.377,317,1
2457,8.51,2.31,1.1,1.372,738,0
2458,7.32,13.81,1.01,0.391,348,1
2459,9.85,-4.26,4.43,1.5,827,0
2460,9.23,8.69,1.38,0.52,420,0
2461,8.57,4.84,1.03,1.069,609,0
2462,5.69,12.36,0.8,-0.014,257,1
2463,10.14,3.49,1.73,0.44,317,1
2464,8.11,4.05,0.97,0.958,633,0
2465,6.69,4.96,0.83,-0.006,31,1
2466,10.27,98.75,3.37,1.52,794,0
2467,8.97,-0.12,1.2,1.314,719,0
2468,9.11,2.94,1.03,1.092,633,0
2469,9.36,19.66,1.47,0.928,709,0
2470,6.94,2.61,0.82,1.101,609,0
2471,8.91,5.9,1.19,0.905,591,0
2472,8.38,5.04,1.05,0.352,80,1
2473,6.79,6.01,0.81,1.54,738,0
2474,8.49,5.49,1.09,1.107,677,0
2475,8.4,4.34,1.08,0.097,143,0
2476,8.66,17.8,1.36,0.65,507,0
2477,8.29,1.89,1.03,0.284,39,1
2478,6.68,3.64,0.86,0.084,45,1
2479,9.26,5.57,1.19,0.45,317,1
2480,8.09,6.63,1.13,0.749,555,0
2481,5.38,12.69,0.72,1.069,633,0
2482,9.27,1.01,1.39,0.504,366,0
2483,9.24,2.36,1.23,0.983,511,0
2484,9.55,1.45,1.53,1.272,758,0
2485,6.72,8.31,0.9,1.176,614,0
2486,6.84,7.32,0.91,0.921,577,0
2487,8.9,10.45,1.31,0.735,530,1
2488,6.9,4.47,0.93,0.364,292,1
2489,8.88,12.16,1.92,0.679,509,0
2490,9.25,-0.75,1.47,1.337,738,0
2491,5.07,21.52,0.49,0.038,15,1
2492,8.5,2.39,1.13,0.047,143,0
2493,8.51,10.6,1.04,0.623,486,0
2494,6.91,3.56,0.78,1.249,698,0
2495,9.76,2.23,1.06,0.244,238,1
2496,6.26,6.95,1.01,0.965,571,0
2497,9.63,3.44,1.77,0.399,128,0
2498,8.7,3.96,1.22,0.997,609,0
2499,8.76,13.63,1.27,0.666,530,1
2500,7.94,3.83,1.26,-0.017,2,0
2501,8.94,1.91,1.2,0.366,310,1
2502,10.71,1.62,2.07,0.444,409,0
2503,9.04,3.46,1.24,1.129,609,0
2504,8.22,5.44,1.0,0.211,39,1
2505,8.61,3.02,0.79,1.024,633,0
2506,8.23,5.53,1.06,0.445,317,1
2507,9.89,1.63,1.72,0.895,609,0
2508,6.9,8.73,0.76,0.508,392,0
2509,11.65,4.21,2.12,1.228,838,0
2510,7.58,11.3,0.8,0.384,317,1
2511,4.17,0.79,0.52,0.13,175,1
2512,10.08,5.34,1.79,0.548,390,0
2513,10.27,9.52,1.63,0.78,609,0
2514,9.44,11.64,1.33,0.76,514,0
2515,8.38,7.7,1.15,0.501,366,0
2516,8.42,4.35,1.01,0.453,317,1
2517,10.94,29.27,2.16,1.311,771,0
2518,8.56,-2.25,1.22,1.477,719,0
2519,9.08,0.71,1.22,0.152,2,0
2520,7.64,3.42,0.87,1.473,745,0
2521,8.54,4.32,1.17,1.129,507,0
2522,9.39,7.76,1.44,0.466,445,1
2523,9.11,0.63,1.18,1.168,668,0
2524,5.93,8.68,0.71,1.037,633,0
2525,7.36,1.52,0.97,1.301,609,0
2526,9.29,1.71,1.34,0.012,238,1
2527,9.27,5.71,1.0,1.03,677,0
2528,7.47,3.52,0.84,0.285,122,0
2529,9.11,3.8,0.85,1.376,719,0
2530,10.23,3.89,1.76,0.642,479,0
2531,9.49,2.88,1.46,1.269,609,0
2532,9.61,7.95,1.51,0.516,390,0
2533,8.47,1.86,1.11,1.61,738,0
2534,8.14,12.44,0.92,0.509,366,1
2535,10.21,7.12,1.93,0.483,407,0
2536,8.88,6.96,1.38,0.491,416,0
2537,8.89,2.58,1.17,1.544,758,0
2538,8.18,5.14,1.08,1.163,609,0
2539,7.81,12.29,0.97,0.521,366,1
2540,8.55,2.18,1.38,1.179,668,0
2541,6.41,6.18,0.54,-0.007,16,1
2542,6.11,6.65,0.52,0.265,105,1
2543,9.15,0.17,1.13,1.47,714,0
2544,9.1,8.02,1.74,0.651,500,0
2545,8.76,9.34,1.3,0.606,420,0
2546,9.6,0.62,1.31,-0.105,251,1
2547,8.48,-0.72,2.4,0.196,39,1
2548,9.89,-0.24,2.56,0.411,333,0
2549,9.58,0.49,1.34,1.021,609,0
2550,7.88,0.58,1.78,0.83,521,0
2551,10.02,17.86,1.63,1.062,507,1
2552,9.39,7.85,1.46,0.389,420,0
2553,7.18,7.93,0.87,0.338,55,1
2554,7.21,6.34,3.4,0.0,30,1
2555,7.76,16.69,1.62,0.556,420,0
2556,11.11,3.47,1.93,0.446,197,1
2557,7.27,13.56,0.92,0.609,465,0
2558,7.76,2.97,0.93,0.0,27,1
2559,7.89,3.62,0.81,-0.007,253,1
2560,8.73,3.2,1.24,1.125,609,0
2561,7.29,2.29,1.61,1.462,713,0
2562,7.86,7.55,0.97,0.363,310,1
2563,8.52,3.32,1.2,1.147,609,0
2564,8.43,1.93,1.16,0.94,549,0
2565,8.73,4.74,1.1,0.327,292,1
2566,11.42,2.7,2.63,0.635,320,0
2567,8.26,-0.55,2.41,1.072,507,0
2568,7.86,7.02,0.92,0.315,55,1
2569,10.34,-0.55,2.41,0.186,507,0
2570,8.4,11.07,1.06,0.446,366,0
2571,9.04,3.33,1.36,1.518,713,0
2572,5.55,6.56,0.71,1.262,668,0
2573,8.44,0.55,0.8,1.404,719,0
2574,6.41,27.62,1.06,0.617,424,0
2575,8.99,8.44,0.95,0.524,420,0
2576,7.42,5.97,0.83,-0.016,15,1
2577,8.06,11.52,0.86,0.487,420,0
2578,8.71,0.79,1.1,1.69,758,0
2579,7.5,2.7,1.0,1.614,738,0
2580,9.1,2.3,1.25,-0.02,2,0
2581,10.36,6.34,1.6,0.68,445,1
2582,9.0,3.57,1.21,1.256,685,0
2583,8.32,2.74,1.06,1.004,507,0
2584,8.23,10.0,1.05,0.465,382,0
2585,8.13,3.3,1.13,1.381,719,0
2586,10.42,3.34,1.14,0.397,292,1
2587,10.11,8.08,1.61,0.705,445,1
2588,7.47,5.53,1.04,0.94,503,0
2589,8.58,10.67,1.11,0.512,366,0
2590,9.49,1.81,1.26,0.502,238,1
2591,11.25,8.75,5.13,0.639,445,1
2592,9.46,3.51,1.44,0.148,2,0
2593,7.98,2.88,0.86,1.068,614,0
2594,8.31,4.67,1.06,0.971,677,0
2595,7.66,4.1,0.85,1.298,735,0
2596,8.01,1.79,0.95,1.525,811,0
2597,8.9,0.7,1.37,1.25,685,0
2598,10.39,-0.42,1.92,0.412,344,1
2599,7.64,8.48,1.09,0.426,317,1
2600,9.29,2.19,1.37,1.245,685,0
2601,8.43,3.4,1.07,0.026,2,0
2602,8.43,3.95,1.22,0.991,609,0
2603,9.87,8.07,1.72,0.623,473,1
2604,9.31,7.41,1.1,0.693,445,1
2605,7.78,6.5,0.87,0.4,317,1
2606,6.76,7.05,0.91,0.949,507,0
2607,7.9,10.9,0.91,0.408,292,1
2608,7.6,4.1,0.84,0.108,2,0
2609,8.55,12.82,1.07,0.57,420,0
2610,8.53,10.64,1.04,0.415,420,0
2611,9.62,2.38,1.38,1.35,839,0
2612,6.88,8.21,0.8,0.18,87,1
2613,9.32,1.27,0.9,-0.154,213,1
2614,9.49,5.43,1.54,0.824,507,0
2615,8.76,2.45,1.22,1.05,609,0
2616,8.85,1.57,1.25,0.111,2,0
2617,8.55,4.22,1.29,0.93,609,0
2618,6.47,5.77,0.61,-0.049,262,1
2619,6.8,5.71,0.75,1.293,719,0
2620,9.39,5.83,1.58,0.513,382,1
2621,6.9,24.1,0.88,0.481,317,1
2622,5.57,39.03,0.62,0.472,350,1
2623,7.38,21.2,0.87,0.549,420,1
2624,7.02,9.97,1.9,0.732,445,1
2625,9.15,5.25,1.38,0.818,528,0
2626,9.27,9.97,1.9,0.57,445,1
2627,7.67,19.31,1.15,0.503,366,1
2628,8.07,16.11,0.92,0.517,416,1
2629,8.35,1.68,0.84,1.29,633,0
2630,7.36,6.18,0.68,0.183,55,1
2631,10.19,3.9,1.68,0.37,382,1
2632,8.47,5.31,1.17,0.337,292,1
2633,10.02,2.47,1.59,1.327,609,0
2634,7.42,3.7,0.89,1.132,668,0
2635,8.18,16.31,0.96,0.504,420,0
2636,9.48,26.98,1.61,1.0,609,0
2637,9.12,11.7,3.14,0.676,500,0
2638,9.75,2.96,1.56,0.735,431,0
2639,8.85,6.0,1.3,0.976,366,0
2640,9.56,21.78,1.01,1.05,752,0
2641,8.91,6.24,1.29,0.549,366,0
2642,8.59,5.54,0.75,0.146,15,1
2643,8.79,7.49,1.81,0.475,317,1
2644,8.92,6.75,1.09,0.37,317,1
2645,6.39,8.15,0.86,1.136,609,0
2646,8.7,8.96,1.08,0.581,420,0
2647,8.97,22.17,1.24,0.827,609,0
2648,9.68,7.3,1.52,0.428,354,1
2649,8.59,2.45,1.19,1.033,633,0
2650,10.42,2.61,1.88,0.55,317,1
2651,8.15,2.95,1.17,1.594,738,0
2652,9.02,10.31,1.32,0.44,333,1
2653,8.02,34.53,1.04,0.87,646,0
2654,9.56,9.64,1.47,0.61,500,0
2655,8.55,34.03,0.86,0.854,727,0
2656,7.62,6.24,0.98,0.98,575,0
2657,8.76,8.92,1.03,0.391,310,1
2658,8.76,18.12,1.01,0.602,500,1
2659,9.62,5.84,0.98,0.481,398,1
2660,8.31,5.67,0.73,0.291,39,1
2661,8.46,1.83,1.54,1.27,609,0
2662,8.38,14.68,1.11,0.529,420,0
2663,9.02,16.7,7.26,0.97,609,0
2664,6.58,4.78,1.31,1.445,579,0
2665,9.38,0.27,1.14,1.257,609,0
2666,9.23,2.51,0.98,1.313,713,0
2667,7.26,0.69,0.7,0.566,292,1
2668,8.85,2.01,1.43,1.14,658,0
2669,8.51,-0.48,1.67,0.219,9,0
2670,8.99,13.22,1.2,0.703,507,0
2671,7.37,22.88,1.0,0.602,420,1
2672,9.57,10.45,1.14,0.822,589,0
2673,5.2,47.5,1.15,0.567,432,1
2674,8.41,4.11,1.07,0.114,2,0
2675,8.02,12.58,1.11,0.46,366,1
2676,8.62,11.34,1.07,0.587,455,0
2677,8.81,5.16,0.77,0.411,333,0
2678,10.38,10.82,1.81,0.732,507,0
2679,9.13,-1.41,1.19,0.887,363,0
2680,8.36,5.61,1.87,0.441,354,1
2681,8.62,0.58,0.77,0.285,253,1
2682,7.78,2.82,1.21,1.371,719,0
2683,8.07,1.38,1.26,1.378,507,0
2684,8.52,5.66,1.22,1.067,507,0
2685,8.0,1.19,1.05,1.2,507,0
2686,8.0,2.84,1.19,1.034,633,0
2687,9.68,0.01,1.41,1.161,758,0
2688,9.03,1.7,1.69,1.061,609,0
2689,8.64,7.25,4.38,0.112,2,0
2690,9.08,3.2,7.97,0.135,2,0
2691,8.35,10.53,7.9,0.598,445,1
2692,7.64,7.8,1.01,0.203,292,1
2693,6.95,8.57,0.75,0.097,39,1
2694,7.72,5.72,0.87,0.041,2,0
2695,10.85,2.28,2.47,0.836,608,0
2696,8.99,1.54,1.23,0.888,507,0
2697,9.5,19.69,1.42,0.831,609,0
2698,5.94,17.97,0.74,0.444,376,1
2699,8.23,7.21,1.13,0.287,106,1
2700,6.04,12.88,0.65,1.001,646,0
2701,7.45,34.3,0.89,0.726,591,0
2702,9.47,1.3,1.3,0.041,143,0
2703,8.97,3.08,1.2,0.192,2,0
2704,8.56,5.15,1.13,0.1,2,0
2705,7.94,5.08,1.1,0.154,39,1
2706,7.27,2.26,0.71,0.064,2,0
2707,6.92,1.12,0.62,2.04,708,0
2708,9.31,20.78,0.93,0.78,609,0
2709,8.62,6.66,1.22,0.403,310,1
2710,9.94,0.47,1.83,1.035,685,0
2711,8.61,3.27,1.14,0.093,30,1
2712,8.08,5.43,1.55,0.294,39,1
2713,5.51,27.61,0.77,0.461,398,1
2714,9.72,3.69,2.11,0.1,530,0
2715,8.98,1.58,1.09,0.979,609,0
2716,8.52,13.43,1.26,0.575,445,1
2717,10.78,1.6,1.85,-0.051,2,0
2718,9.67,6.27,0.99,0.474,382,1
2719,8.86,-1.0,2.12,1.724,771,0
2720,9.05,4.62,1.19,0.354,349,1
2721,9.11,1.74,1.18,0.99,586,0
2722,8.01,1.77,1.19,1.177,507,0
2723,7.84,3.27,0.97,0.896,518,0
2724,7.9,4.36,0.92,-0.046,253,1
2725,6.89,0.64,0.97,0.615,39,1
2726,7.32,10.47,0.82,0.435,317,1
2727,8.59,1.85,0.99,0.448,174,1
2728,9.29,3.85,1.32,0.588,605,0
2729,9.38,2.47,1.33,0.951,507,0
2730,8.43,1.87,1.16,0.952,581,0
2731,8.35,5.93,0.73,0.824,490,0
2732,8.44,2.22,1.05,1.544,738,0
2733,8.48,4.39,0.98,1.26,609,0
2734,10.85,6.3,2.06,0.717,609,0
2735,8.37,21.23,1.17,0.648,420,1
2736,9.7,1.92,1.22,0.212,238,1
2737,8.06,3.8,1.2,1.126,668,0
2738,10.52,3.42,1.88,0.72,366,0
2739,11.26,23.81,2.4,1.31,602,0
2740,8.43,12.99,1.01,0.505,420,0
2741,11.04,2.5,3.02,0.553,445,1
2742,9.21,4.74,1.26,1.1,609,0
2743,6.32,26.6,0.85,0.517,416,1
2744,8.44,6.01,1.09,0.188,39,1
2745,9.43,7.19,1.26,0.568,407,0
2746,9.74,-2.37,1.64,1.065,609,0
2747,8.86,-0.06,1.27,1.559,770,0
2748,8.25,1.89,0.83,1.814,738,0
2749,11.21,28.52,2.39,1.392,840,0
2750,9.8,5.9,1.35,0.536,398,1
2751,6.91,16.7,0.63,0.368,333,1
2752,10.1,3.94,1.55,0.573,408,0
2753,6.72,21.19,0.92,0.466,366,1
2754,7.96,18.94,1.7,0.672,481,1
2755,9.1,5.76,1.26,0.682,455,0
2756,6.45,7.03,0.85,1.063,633,0
2757,7.77,19.45,0.96,0.563,366,1
2758,8.18,2.32,1.08,1.281,698,0
2759,8.4,23.2,1.15,0.78,651,0
2760,7.86,9.61,0.88,0.264,39,1
2761,7.08,4.11,0.94,1.641,775,0
2762,6.06,20.12,0.91,0.297,95,1
2763,7.88,14.56,1.06,0.447,354,1
2764,5.08,6.45,0.63,-0.098,231,1
2765,9.27,7.87,1.31,0.673,500,0
2766,7.23,5.5,0.99,1.092,698,0
2767,8.49,6.86,1.19,0.38,310,1
2768,8.73,0.47,1.29,1.326,698,0
2769,7.61,4.51,0.95,1.132,628,0
2770,7.52,1.76,0.89,-0.096,193,1
2771,9.26,6.38,1.35,0.483,382,1
2772,9.84,1.22,1.42,0.579,416,0
2773,8.37,7.77,1.89,0.636,473,1
2774,8.83,12.35,1.15,0.551,431,0
2775,6.51,4.65,0.75,-0.07,243,1
2776,7.31,3.1,0.91,-0.058,238,1
2777,8.98,2.51,1.45,0.966,507,0
2778,8.43,6.17,1.08,0.33,55,1
2779,8.95,1.38,1.02,1.549,719,0
2780,9.28,2.05,1.2,1.027,609,0
2781,8.62,2.87,1.11,1.14,609,0
2782,8.9,-0.05,1.26,0.901,445,1
2783,7.85,11.95,0.95,0.817,507,0
2784,9.51,11.73,1.47,0.595,479,0
2785,8.27,2.76,0.97,0.097,2,0
2786,5.78,0.97,0.59,0.294,71,1
2787,8.28,6.13,0.94,0.125,55,1
2788,8.39,10.25,0.92,0.469,376,0
2789,9.1,1.71,1.01,1.438,721,0
2790,8.81,2.72,1.33,1.473,810,0
2791,9.08,13.15,2.1,0.705,513,0
2792,8.01,7.02,0.78,0.947,507,0
2793,8.4,3.44,0.99,1.147,698,0
2794,8.56,12.33,1.13,0.476,445,1
2795,7.97,4.21,2.11,0.544,366,0
2796,8.04,5.89,0.73,0.206,106,1
2797,6.43,5.05,0.58,1.26,687,0
2798,6.79,22.8,0.73,0.639,449,1
2799,7.92,0.11,0.84,0.047,2,0
2800,10.1,4.33,1.54,0.46,382,1
2801,8.2,2.49,1.07,0.88,635,0
2802,7.94,9.03,1.29,0.392,352,1
2803,8.64,18.03,1.23,0.648,445,1
2804,8.32,2.76,1.27,1.154,633,0
2805,7.8,7.65,0.87,0.445,349,1
2806,8.42,4.48,0.8,0.302,292,1
2807,9.69,1.81,1.24,0.894,566,0
2808,8.52,2.26,1.27,1.308,823,0
2809,5.14,4.97,0.78,1.587,745,0
2810,6.77,3.48,0.75,1.419,685,0
2811,7.94,13.78,1.06,0.824,479,0
2812,5.89,3.81,0.71,-0.146,183,0
2813,9.76,1.85,1.45,0.075,238,1
2814,8.41,-2.51,2.26,0.598,210,1
2815,9.24,3.65,1.37,0.196,80,1
2816,6.72,5.63,0.57,0.394,321,1
2817,8.45,3.64,1.11,1.183,507,0
2818,8.17,15.34,1.1,0.636,568,0
2819,7.93,3.2,0.97,1.183,507,0
2820,10.78,1.25,1.88,0.328,122,0
2821,4.34,4.97,0.82,-0.123,218,1
2822,9.78,7.65,1.02,0.497,457,0
2823,10.52,5.38,1.66,0.576,420,0
2824,8.88,3.19,1.13,0.611,445,1
2825,8.16,8.36,1.04,0.605,420,0
2826,7.88,2.99,1.11,1.228,609,0
2827,8.22,6.7,1.13,0.458,420,0
2828,8.46,7.25,1.24,0.547,445,1
2829,3.69,5.46,0.61,-0.196,189,0
2830,9.45,-1.27,1.35,0.031,209,1
2831,7.43,2.21,0.85,1.266,685,0
2832,7.64,4.53,0.84,0.317,301,1
2833,10.2,5.38,1.75,0.63,445,1
2834,10.09,2.01,0.94,0.349,310,1
2835,6.18,9.75,0.84,1.17,698,0
2836,8.1,16.6,0.89,0.605,366,1
2837,8.07,3.74,0.66,1.236,673,0
2838,8.19,1.29,1.03,1.645,835,0
2839,9.64,1.23,1.24,0.57,176,1
2840,8.74,1.81,1.25,0.98,575,0
2841,8.84,3.35,0.91,1.621,738,0
2842,9.9,3.97,1.16,0.453,310,1
2843,8.96,1.21,1.37,0.107,2,0
2844,7.39,0.36,1.38,-0.004,253,1
2845,7.04,8.26,0.89,0.325,39,1
2846,6.4,6.85,0.66,0.995,631,0
2847,8.55,3.15,1.04,1.205,609,0
2848,8.27,8.82,1.08,0.641,500,0
2849,8.74,3.71,1.71,0.473,378,1
2850,5.57,64.4,1.4,0.715,683,0
2851,5.45,3.19,0.77,0.886,518,0
2852,6.99,22.3,0.84,0.723,591,0
2853,8.28,5.82,1.28,0.902,581,0
2854,9.05,2.67,1.13,1.0,609,0
2855,7.98,6.02,0.7,0.188,52,1
2856,6.85,5.98,0.9,0.021,2,0
2857,9.36,2.29,1.26,1.029,633,0
2858,9.11,4.18,1.45,1.247,698,0
2859,8.57,0.27,1.13,1.082,575,0
2860,8.95,4.78,1.15,0.392,354,0
2861,6.43,5.65,0.85,1.339,735,0
2862,7.95,3.86,0.71,0.974,609,0
2863,7.6,8.49,0.84,0.638,445,1
2864,8.77,3.36,1.19,1.393,719,0
2865,7.87,2.63,0.87,1.176,668,0
2866,8.65,0.34,1.2,1.332,685,0
2867,8.81,1.96,2.13,0.24,2,0
2868,8.64,1.8,0.96,1.288,832,0
2869,8.12,1.49,1.15,0.959,445,1
2870,7.9,2.83,1.11,1.402,765,0
2871,8.99,5.11,1.36,1.225,685,0
2872,8.55,6.54,1.2,0.427,310,1
2873,6.84,6.72,0.79,1.101,668,0
2874,7.93,7.19,1.03,0.464,366,0
2875,9.64,6.65,1.57,1.012,620,0
2876,6.96,2.87,0.62,-0.005,197,1
2877,8.13,3.86,1.01,0.153,2,0
2878,9.83,4.73,2.54,0.521,420,0
2879,8.46,3.95,1.44,1.139,609,0
2880,8.69,2.93,0.76,1.183,609,0
2881,8.57,4.01,1.15,0.89,575,0
2882,7.85,1.47,1.01,1.595,609,0
2883,9.31,7.14,1.25,0.387,366,0
2884,8.39,6.48,1.24,0.458,352,1
2885,8.43,2.86,1.11,0.37,80,1
2886,8.93,3.31,1.26,0.233,292,1
2887,9.39,13.01,1.37,0.605,473,1
2888,8.48,7.21,1.27,0.469,366,0
2889,7.53,20.92,0.97,0.463,366,1
2890,9.87,-0.09,1.56,1.212,738,0
2891,9.12,1.37,1.12,1.208,698,0
2892,8.8,5.85,1.15,0.511,398,1
2893,8.59,3.07,0.76,0.995,633,0
2894,9.02,4.84,0.92,0.488,305,1
2895,9.03,4.83,1.29,0.824,556,0
2896,7.67,4.79,0.96,1.082,609,0
2897,8.61,1.95,1.09,1.009,507,0
2898,8.45,6.71,1.57,0.6,420,0
2899,8.93,1.43,1.24,1.19,685,0
2900,8.94,1.56,1.0,1.419,735,0
2901,7.96,7.76,0.84,0.181,75,1
2902,6.64,4.46,0.8,1.301,698,0
2903,8.57,1.61,1.15,0.223,292,1
2904,7.23,5.61,0.92,0.667,414,0
2905,7.74,6.38,0.89,1.137,674,0
2906,7.97,3.52,1.08,1.56,609,0
2907,9.48,14.78,1.55,0.701,507,0
2908,7.37,9.56,0.64,0.611,455,0
2909,7.91,5.47,1.19,1.091,633,0
2910,9.54,12.52,2.48,0.846,543,1
2911,9.38,3.16,0.96,0.264,238,1
2912,8.97,1.87,1.23,1.267,609,0
2913,9.43,6.64,0.93,0.513,398,1
2914,7.11,24.8,0.6,0.554,420,0
2915,10.48,43.4,1.94,1.424,771,0
2916,8.49,2.35,0.87,1.321,685,0
2917,7.43,16.34,0.66,0.482,377,1
2918,9.97,6.87,1.57,0.706,500,0
2919,8.81,5.71,1.17,0.512,416,0
2920,10.88,1.52,1.8,-0.195,182,1
2921,8.37,9.98,0.93,0.524,366,0
2922,8.77,2.04,1.15,0.448,445,1
2923,9.77,6.94,1.51,0.657,492,0
2924,8.06,3.25,1.0,1.004,507,0
2925,7.67,7.53,0.93,0.198,39,1
2926,8.86,7.43,1.18,0.411,366,0
2927,7.41,12.46,0.77,0.496,398,1
2928,8.33,9.72,1.04,0.49,366,0
2929,10.07,8.97,1.34,0.647,468,0
2930,9.69,9.67,1.46,0.703,589,0
2931,6.73,5.25,1.15,-0.129,144,0
2932,9.25,9.57,1.38,0.465,382,1
2933,8.87,5.6,1.16,0.524,398,1
2934,9.21,24.02,1.22,0.846,651,0
2935,7.83,3.27,0.92,1.287,609,0
2936,6.77,-0.03,0.75,1.725,725,0
2937,4.34,19.34,0.76,0.871,520,0
2938,9.07,3.82,1.38,1.564,738,0
2939,8.77,14.61,1.04,0.59,455,1
2940,7.67,2.81,0.89,0.094,253,1
2941,7.11,16.02,0.94,0.423,352,1
2942,8.55,7.02,0.73,0.347,306,1
2943,9.32,2.61,1.38,0.923,575,0
2944,8.99,1.59,1.53,0.979,581,0
2945,9.03,0.24,1.28,1.106,649,0
2946,8.63,2.49,1.09,1.156,668,0
2947,9.02,4.72,1.07,0.405,330,1
2948,6.87,7.58,0.59,0.114,35,0
2949,8.91,2.44,1.34,1.165,609,0
2950,8.6,0.7,1.13,1.461,685,0
2951,6.72,9.13,2.43,0.96,507,0
2952,8.32,6.29,1.06,0.097,2,0
2953,8.87,2.8,1.48,0.434,333,0
2954,8.85,4.54,1.24,1.273,698,0
2955,9.26,7.5,1.38,0.61,500,0
2956,8.81,2.57,1.05,0.45,563,0
2957,8.96,5.89,1.34,0.503,382,1
2958,7.97,8.81,0.91,0.405,292,1
2959,7.74,26.42,0.61,0.754,591,0
2960,9.04,16.48,1.19,0.63,445,1
2961,8.76,12.73,1.18,0.7,507,0
2962,6.43,4.47,0.81,1.482,735,0
2963,9.71,10.81,1.71,0.66,445,1
2964,6.72,3.07,0.68,-0.019,2,0
2965,8.77,9.01,1.35,0.0,608,0
2966,8.31,7.07,1.19,0.584,416,0
2967,11.0,17.84,2.32,1.13,738,0
2968,8.24,1.92,1.02,0.926,633,0
2969,7.77,9.25,1.02,0.231,90,1
2970,7.67,4.02,0.91,0.95,561,0
2971,8.62,1.54,1.01,0.94,575,0
2972,8.74,2.52,1.13,1.267,685,0
2973,8.1,1.5,1.08,1.227,668,0
2974,8.22,3.6,1.12,1.228,609,0
2975,6.92,4.14,0.8,1.383,719,0
2976,7.86,3.69,1.03,0.078,2,0
2977,9.72,11.72,1.47,0.679,507,0
2978,10.79,8.42,2.51,0.838,507,0
2979,8.15,4.62,0.98,1.388,738,0
2980,8.77,1.56,1.02,1.406,507,0
2981,9.62,1.27,1.6,0.289,39,1
2982,8.51,4.99,0.79,0.295,137,1
2983,7.81,2.2,0.98,1.367,658,0
2984,9.67,2.16,1.14,1.244,639,0
2985,8.39,7.8,1.1,0.404,39,1
2986,8.81,1.87,1.23,1.176,658,0
2987,8.89,2.91,1.42,0.238,253,1
2988,5.45,2.45,0.68,1.644,745,0
2989,6.81,12.5,0.66,0.471,378,0
2990,9.25,-1.21,1.4,1.397,687,0
2991,7.34,21.8,0.88,0.633,479,1
2992,8.34,3.69,0.74,0.163,143,0
2993,8.67,2.52,1.1,1.157,668,0
2994,9.04,1.96,1.06,0.136,2,0
2995,8.28,7.65,1.15,0.377,292,1
2996,9.15,6.97,1.29,0.341,317,1
2997,3.27,32.2,0.68,1.268,720,0
2998,5.88,90.0,0.72,0.85,651,1
2999,8.82,3.01,1.31,0.952,507,0
3000,8.56,1.37,1.0,1.972,759,0
3001,9.23,1.69,2.05,0.489,393,1
3002,8.52,4.63,0.93,0.961,609,0
3003,9.45,4.58,1.36,0.615,473,1
3004,10.03,4.93,1.35,0.441,324,0
3005,8.83,14.72,1.07,0.59,455,1
3006,8.07,2.37,0.91,1.563,738,0
3007,9.94,2.9,1.21,0.246,68,1
3008,8.72,1.33,0.8,1.309,719,0
3009,7.84,1.71,0.96,1.274,698,0
3010,8.61,8.5,1.1,0.46,420,0
3011,9.4,2.94,1.34,1.0,609,0
3012,7.76,3.9,0.95,1.046,507,0
3013,8.23,9.68,1.66,0.397,292,1
3014,8.61,2.23,1.18,1.068,609,0
3015,9.52,2.48,1.09,0.261,99,0
3016,8.77,6.72,1.09,0.446,366,0
3017,6.81,6.18,0.52,1.26,745,0
3018,7.88,13.27,1.09,0.518,366,1
3019,9.04,2.12,1.21,1.348,507,0
3020,9.81,4.32,1.38,0.541,420,0
3021,9.36,8.2,1.48,0.724,530,0
3022,7.43,20.14,0.91,0.538,420,1
3023,8.68,4.98,0.83,1.205,687,0
3024,10.5,30.52,1.79,1.143,742,0
