,Vmag,Plx,e_Plx,B-V,SpType
2606,6.76,7.05,0.91,0.949,507
2607,7.9,10.9,0.91,0.408,292
2608,7.6,4.1,0.84,0.108,2
2609,8.55,12.82,1.07,0.57,420
2610,8.53,10.64,1.04,0.415,420
2611,9.62,2.38,1.38,1.35,839
2612,6.88,8.21,0.8,0.18,87
2613,9.32,1.27,0.9,-0.154,213
2614,9.49,5.43,1.54,0.824,507
2615,8.76,2.45,1.22,1.05,609
2616,8.85,1.57,1.25,0.111,2
2617,8.55,4.22,1.29,0.93,609
2618,6.47,5.77,0.61,-0.049,262
2619,6.8,5.71,0.75,1.293,719
2620,9.39,5.83,1.58,0.513,382
2621,6.9,24.09,0.88,0.481,317
2622,5.57,39.03,0.62,0.472,350
2623,7.38,21.2,0.87,0.549,420
2624,7.02,9.97,1.9,0.732,445
2625,9.15,5.25,1.38,0.818,528
2626,9.27,9.97,1.9,0.57,445
2627,7.67,19.32,1.15,0.503,366
2628,8.07,16.11,0.92,0.517,416
2629,8.35,1.68,0.84,1.29,633
2630,7.36,6.18,0.68,0.183,55
2631,10.19,3.9,1.68,0.37,382
2632,8.47,5.31,1.17,0.337,292
2633,10.02,2.47,1.59,1.327,609
2634,7.42,3.7,0.89,1.132,668
2635,8.18,16.31,0.96,0.504,420
2636,9.48,26.98,1.61,1.0,609
2637,9.12,11.7,3.14,0.676,500
2638,9.75,2.96,1.56,0.735,431
2639,8.85,6.0,1.3,0.976,366
2640,9.56,21.78,1.01,1.05,752
2641,8.91,6.24,1.29,0.549,366
2642,8.59,5.54,0.75,0.146,15
2643,8.79,7.49,1.81,0.475,317
2644,8.92,6.75,1.09,0.37,317
2645,6.39,8.15,0.86,1.136,609
2646,8.7,8.96,1.08,0.581,420
2647,8.97,22.17,1.24,0.827,609
2648,9.68,7.3,1.52,0.428,354
2649,8.59,2.45,1.19,1.033,633
2650,10.42,2.61,1.88,0.55,317
2651,8.15,2.95,1.17,1.594,738
2652,9.02,10.31,1.32,0.44,333
2653,8.02,34.52,1.04,0.87,646
2654,9.56,9.64,1.47,0.61,500
2655,8.55,34.04,0.86,0.854,727
2656,7.62,6.24,0.98,0.98,575
2657,8.76,8.92,1.03,0.391,310
2658,8.76,18.13,1.01,0.602,500
2659,9.62,5.84,0.98,0.481,398
2660,8.31,5.67,0.73,0.291,39
2661,8.46,1.83,1.54,1.27,609
2662,8.38,14.68,1.11,0.529,420
2663,9.02,16.71,7.26,0.97,609
2664,6.58,4.78,1.31,1.445,579
2665,9.38,0.27,1.14,1.257,609
2666,9.23,2.51,0.98,1.313,713
2667,7.26,0.69,0.7,0.566,292
2668,8.85,2.01,1.43,1.14,658
2669,8.51,-0.48,1.67,0.219,9
2670,8.99,13.22,1.2,0.703,507
2671,7.37,22.87,1.0,0.602,420
2672,9.57,10.45,1.14,0.822,589
2673,5.2,47.51,1.15,0.567,432
2674,8.41,4.11,1.07,0.114,2
2675,8.02,12.58,1.11,0.46,366
2676,8.62,11.34,1.07,0.587,455
2677,8.81,5.16,0.77,0.411,333
2678,10.38,10.82,1.81,0.732,507
2679,9.13,-1.41,1.19,0.887,363
2680,8.36,5.61,1.87,0.441,354
2681,8.62,0.58,0.77,0.285,253
2682,7.78,2.82,1.21,1.371,719
2683,8.07,1.38,1.26,1.378,507
2684,8.52,5.66,1.22,1.067,507
2685,8.0,1.19,1.05,1.2,507
2686,8.0,2.84,1.19,1.034,633
2687,9.68,0.01,1.41,1.161,758
2688,9.03,1.7,1.69,1.061,609
2689,8.64,7.25,4.38,0.112,2
2690,9.08,3.2,7.97,0.135,2
2691,8.35,10.53,7.9,0.598,445
2692,7.64,7.8,1.01,0.203,292
2693,6.95,8.57,0.75,0.097,39
2694,7.72,5.72,0.87,0.041,2
2695,10.85,2.28,2.47,0.836,608
2696,8.99,1.54,1.23,0.888,507
2697,9.5,19.69,1.42,0.831,609
2698,5.94,17.97,0.74,0.444,376
2699,8.23,7.21,1.13,0.287,106
2700,6.04,12.88,0.65,1.001,646
2701,7.45,34.3,0.89,0.726,591
2702,9.47,1.3,1.3,0.041,143
2703,8.97,3.08,1.2,0.192,2
2704,8.56,5.15,1.13,0.1,2
2705,7.94,5.08,1.1,0.154,39
2706,7.27,2.26,0.71,0.064,2
2707,6.92,1.12,0.62,2.04,708
2708,9.31,20.78,0.93,0.78,609
2709,8.62,6.66,1.22,0.403,310
2710,9.94,0.47,1.83,1.035,685
2711,8.61,3.27,1.14,0.093,30
2712,8.08,5.43,1.55,0.294,39
2713,5.51,27.61,0.77,0.461,398
2714,9.72,3.69,2.11,0.1,530
2715,8.98,1.58,1.09,0.979,609
2716,8.52,13.43,1.26,0.575,445
2717,10.78,1.6,1.85,-0.051,2
2718,9.67,6.27,0.99,0.474,382
2719,8.86,-1.0,2.12,1.724,771
2720,9.05,4.62,1.19,0.354,349
2721,9.11,1.74,1.18,0.99,586
2722,8.01,1.77,1.19,1.177,507
2723,7.84,3.27,0.97,0.896,518
2724,7.9,4.36,0.92,-0.046,253
2725,6.89,0.64,0.97,0.615,39
2726,7.32,10.47,0.82,0.435,317
2727,8.59,1.85,0.99,0.448,174
2728,9.29,3.85,1.32,0.588,605
2729,9.38,2.47,1.33,0.951,507
2730,8.43,1.87,1.16,0.952,581
2731,8.35,5.93,0.73,0.824,490
2732,8.44,2.22,1.05,1.544,738
2733,8.48,4.39,0.98,1.26,609
2734,10.85,6.3,2.06,0.717,609
2735,8.37,21.23,1.17,0.648,420
2736,9.7,1.92,1.22,0.212,238
2737,8.06,3.8,1.2,1.126,668
2738,10.52,3.42,1.88,0.72,366
2739,11.26,23.82,2.4,1.31,602
2740,8.43,12.99,1.01,0.505,420
2741,11.04,2.5,3.02,0.553,445
2742,9.21,4.74,1.26,1.1,609
2743,6.32,26.59,0.85,0.517,416
2744,8.44,6.01,1.09,0.188,39
2745,9.43,7.19,1.26,0.568,407
2746,9.74,-2.37,1.64,1.065,609
2747,8.86,-0.06,1.27,1.559,770
2748,8.25,1.89,0.83,1.814,738
2749,11.21,28.51,2.39,1.392,840
2750,9.8,5.9,1.35,0.536,398
2751,6.91,16.71,0.63,0.368,333
2752,10.1,3.94,1.55,0.573,408
2753,6.72,21.19,0.92,0.466,366
2754,7.96,18.93,1.7,0.672,481
2755,9.1,5.76,1.26,0.682,455
2756,6.45,7.03,0.85,1.063,633
2757,7.77,19.45,0.96,0.563,366
2758,8.18,2.32,1.08,1.281,698
2759,8.4,23.21,1.15,0.78,651
2760,7.86,9.61,0.88,0.264,39
2761,7.08,4.11,0.94,1.641,775
2762,6.06,20.12,0.91,0.297,95
2763,7.88,14.56,1.06,0.447,354
2764,5.08,6.45,0.63,-0.098,231
2765,9.27,7.87,1.31,0.673,500
2766,7.23,5.5,0.99,1.092,698
2767,8.49,6.86,1.19,0.38,310
2768,8.73,0.47,1.29,1.326,698
2769,7.61,4.51,0.95,1.132,628
2770,7.52,1.76,0.89,-0.096,193
2771,9.26,6.38,1.35,0.483,382
2772,9.84,1.22,1.42,0.579,416
2773,8.37,7.77,1.89,0.636,473
2774,8.83,12.35,1.15,0.551,431
2775,6.51,4.65,0.75,-0.07,243
2776,7.31,3.1,0.91,-0.058,238
2777,8.98,2.51,1.45,0.966,507
2778,8.43,6.17,1.08,0.33,55
2779,8.95,1.38,1.02,1.549,719
2780,9.28,2.05,1.2,1.027,609
2781,8.62,2.87,1.11,1.14,609
2782,8.9,-0.05,1.26,0.901,445
2783,7.85,11.95,0.95,0.817,507
2784,9.51,11.73,1.47,0.595,479
2785,8.27,2.76,0.97,0.097,2
2786,5.78,0.97,0.59,0.294,71
2787,8.28,6.13,0.94,0.125,55
2788,8.39,10.25,0.92,0.469,376
2789,9.1,1.71,1.01,1.438,721
2790,8.81,2.72,1.33,1.473,810
2791,9.08,13.15,2.1,0.705,513
2792,8.01,7.02,0.78,0.947,507
2793,8.4,3.44,0.99,1.147,698
2794,8.56,12.33,1.13,0.476,445
2795,7.97,4.21,2.11,0.544,366
2796,8.04,5.89,0.73,0.206,106
2797,6.43,5.05,0.58,1.26,687
2798,6.79,22.79,0.73,0.639,449
2799,7.92,0.11,0.84,0.047,2
2800,10.1,4.33,1.54,0.46,382
2801,8.2,2.49,1.07,0.88,635
2802,7.94,9.03,1.29,0.392,352
2803,8.64,18.03,1.23,0.648,445
2804,8.32,2.76,1.27,1.154,633
2805,7.8,7.65,0.87,0.445,349
2806,8.42,4.48,0.8,0.302,292
2807,9.69,1.81,1.24,0.894,566
2808,8.52,2.26,1.27,1.308,823
2809,5.14,4.97,0.78,1.587,745
2810,6.77,3.48,0.75,1.419,685
2811,7.94,13.78,1.06,0.824,479
2812,5.89,3.81,0.71,-0.146,183
2813,9.76,1.85,1.45,0.075,238
2814,8.41,-2.51,2.26,0.598,210
2815,9.24,3.65,1.37,0.196,80
2816,6.72,5.63,0.57,0.394,321
2817,8.45,3.64,1.11,1.183,507
2818,8.17,15.34,1.1,0.636,568
2819,7.93,3.2,0.97,1.183,507
2820,10.78,1.25,1.88,0.328,122
2821,4.34,4.97,0.82,-0.123,218
2822,9.78,7.65,1.02,0.497,457
2823,10.52,5.38,1.66,0.576,420
2824,8.88,3.19,1.13,0.611,445
2825,8.16,8.36,1.04,0.605,420
2826,7.88,2.99,1.11,1.228,609
2827,8.22,6.7,1.13,0.458,420
2828,8.46,7.25,1.24,0.547,445
2829,3.69,5.46,0.61,-0.196,189
2830,9.45,-1.27,1.35,0.031,209
2831,7.43,2.21,0.85,1.266,685
2832,7.64,4.53,0.84,0.317,301
2833,10.2,5.38,1.75,0.63,445
2834,10.09,2.01,0.94,0.349,310
2835,6.18,9.75,0.84,1.17,698
2836,8.1,16.59,0.89,0.605,366
2837,8.07,3.74,0.66,1.236,673
2838,8.19,1.29,1.03,1.645,835
2839,9.64,1.23,1.24,0.57,176
2840,8.74,1.81,1.25,0.98,575
2841,8.84,3.35,0.91,1.621,738
2842,9.9,3.97,1.16,0.453,310
2843,8.96,1.21,1.37,0.107,2
2844,7.39,0.36,1.38,-0.004,253
2845,7.04,8.26,0.89,0.325,39
2846,6.4,6.85,0.66,0.995,631
2847,8.55,3.15,1.04,1.205,609
2848,8.27,8.82,1.08,0.641,500
2849,8.74,3.71,1.71,0.473,378
2850,5.57,64.38,1.4,0.715,683
2851,5.45,3.19,0.77,0.886,518
2852,6.99,22.29,0.84,0.723,591
2853,8.28,5.82,1.28,0.902,581
2854,9.05,2.67,1.13,1.0,609
2855,7.98,6.02,0.7,0.188,52
2856,6.85,5.98,0.9,0.021,2
2857,9.36,2.29,1.26,1.029,633
2858,9.11,4.18,1.45,1.247,698
2859,8.57,0.27,1.13,1.082,575
2860,8.95,4.78,1.15,0.392,354
2861,6.43,5.65,0.85,1.339,735
2862,7.95,3.86,0.71,0.974,609
2863,7.6,8.49,0.84,0.638,445
2864,8.77,3.36,1.19,1.393,719
2865,7.87,2.63,0.87,1.176,668
2866,8.65,0.34,1.2,1.332,685
2867,8.81,1.96,2.13,0.24,2
2868,8.64,1.8,0.96,1.288,832
2869,8.12,1.49,1.15,0.959,445
2870,7.9,2.83,1.11,1.402,765
2871,8.99,5.11,1.36,1.225,685
2872,8.55,6.54,1.2,0.427,310
2873,6.84,6.72,0.79,1.101,668
2874,7.93,7.19,1.03,0.464,366
2875,9.64,6.65,1.57,1.012,620
2876,6.96,2.87,0.62,-0.005,197
2877,8.13,3.86,1.01,0.153,2
2878,9.83,4.73,2.54,0.521,420
2879,8.46,3.95,1.44,1.139,609
2880,8.69,2.93,0.76,1.183,609
2881,8.57,4.01,1.15,0.89,575
2882,7.85,1.47,1.01,1.595,609
2883,9.31,7.14,1.25,0.387,366
2884,8.39,6.48,1.24,0.458,352
2885,8.43,2.86,1.11,0.37,80
2886,8.93,3.31,1.26,0.233,292
2887,9.39,13.01,1.37,0.605,473
2888,8.48,7.21,1.27,0.469,366
2889,7.53,20.92,0.97,0.463,366
2890,9.87,-0.09,1.56,1.212,738
2891,9.12,1.37,1.12,1.208,698
2892,8.8,5.85,1.15,0.511,398
2893,8.59,3.07,0.76,0.995,633
2894,9.02,4.84,0.92,0.488,305
2895,9.03,4.83,1.29,0.824,556
2896,7.67,4.79,0.96,1.082,609
2897,8.61,1.95,1.09,1.009,507
2898,8.45,6.71,1.57,0.6,420
2899,8.93,1.43,1.24,1.19,685
2900,8.94,1.56,1.0,1.419,735
2901,7.96,7.76,0.84,0.181,75
2902,6.64,4.46,0.8,1.301,698
2903,8.57,1.61,1.15,0.223,292
2904,7.23,5.61,0.92,0.667,414
2905,7.74,6.38,0.89,1.137,674
2906,7.97,3.52,1.08,1.56,609
2907,9.48,14.78,1.55,0.701,507
2908,7.37,9.56,0.64,0.611,455
2909,7.91,5.47,1.19,1.091,633
2910,9.54,12.52,2.48,0.846,543
2911,9.38,3.16,0.96,0.264,238
2912,8.97,1.87,1.23,1.267,609
2913,9.43,6.64,0.93,0.513,398
2914,7.11,24.8,0.6,0.554,420
2915,10.48,43.4,1.94,1.424,771
2916,8.49,2.35,0.87,1.321,685
2917,7.43,16.35,0.66,0.482,377
2918,9.97,6.87,1.57,0.706,500
2919,8.81,5.71,1.17,0.512,416
2920,10.88,1.52,1.8,-0.195,182
2921,8.37,9.98,0.93,0.524,366
2922,8.77,2.04,1.15,0.448,445
2923,9.77,6.94,1.51,0.657,492
2924,8.06,3.25,1.0,1.004,507
2925,7.67,7.53,0.93,0.198,39
2926,8.86,7.43,1.18,0.411,366
2927,7.41,12.46,0.77,0.496,398
2928,8.33,9.72,1.04,0.49,366
2929,10.07,8.97,1.34,0.647,468
2930,9.69,9.67,1.46,0.703,589
2931,6.73,5.25,1.15,-0.129,144
2932,9.25,9.57,1.38,0.465,382
2933,8.87,5.6,1.16,0.524,398
2934,9.21,24.02,1.22,0.846,651
2935,7.83,3.27,0.92,1.287,609
2936,6.77,-0.03,0.75,1.725,725
2937,4.34,19.34,0.76,0.871,520
2938,9.07,3.82,1.38,1.564,738
2939,8.77,14.61,1.04,0.59,455
2940,7.67,2.81,0.89,0.094,253
2941,7.11,16.01,0.94,0.423,352
2942,8.55,7.02,0.73,0.347,306
2943,9.32,2.61,1.38,0.923,575
2944,8.99,1.59,1.53,0.979,581
2945,9.03,0.24,1.28,1.106,649
2946,8.63,2.49,1.09,1.156,668
2947,9.02,4.72,1.07,0.405,330
2948,6.87,7.58,0.59,0.114,35
2949,8.91,2.44,1.34,1.165,609
2950,8.6,0.7,1.13,1.461,685
2951,6.72,9.13,2.43,0.96,507
2952,8.32,6.29,1.06,0.097,2
2953,8.87,2.8,1.48,0.434,333
2954,8.85,4.54,1.24,1.273,698
2955,9.26,7.5,1.38,0.61,500
2956,8.81,2.57,1.05,0.45,563
2957,8.96,5.89,1.34,0.503,382
2958,7.97,8.81,0.91,0.405,292
2959,7.74,26.42,0.61,0.754,591
2960,9.04,16.48,1.19,0.63,445
2961,8.76,12.73,1.18,0.7,507
2962,6.43,4.47,0.81,1.482,735
2963,9.71,10.81,1.71,0.66,445
2964,6.72,3.07,0.68,-0.019,2
2965,8.77,9.01,1.35,0.0,608
2966,8.31,7.07,1.19,0.584,416
2967,11.0,17.84,2.32,1.13,738
2968,8.24,1.92,1.02,0.926,633
2969,7.77,9.25,1.02,0.231,90
2970,7.67,4.02,0.91,0.95,561
2971,8.62,1.54,1.01,0.94,575
2972,8.74,2.52,1.13,1.267,685
2973,8.1,1.5,1.08,1.227,668
2974,8.22,3.6,1.12,1.228,609
2975,6.92,4.14,0.8,1.383,719
2976,7.86,3.69,1.03,0.078,2
2977,9.72,11.72,1.47,0.679,507
2978,10.79,8.42,2.51,0.838,507
2979,8.15,4.62,0.98,1.388,738
2980,8.77,1.56,1.02,1.406,507
2981,9.62,1.27,1.6,0.289,39
2982,8.51,4.99,0.79,0.295,137
2983,7.81,2.2,0.98,1.367,658
2984,9.67,2.16,1.14,1.244,639
2985,8.39,7.8,1.1,0.404,39
2986,8.81,1.87,1.23,1.176,658
2987,8.89,2.91,1.42,0.238,253
2988,5.45,2.45,0.68,1.644,745
2989,6.81,12.5,0.66,0.471,378
2990,9.25,-1.21,1.4,1.397,687
2991,7.34,21.79,0.88,0.633,479
2992,8.34,3.69,0.74,0.163,143
2993,8.67,2.52,1.1,1.157,668
2994,9.04,1.96,1.06,0.136,2
2995,8.28,7.65,1.15,0.377,292
2996,9.15,6.97,1.29,0.341,317
2997,3.27,32.19,0.68,1.268,720
2998,5.88,90.03,0.72,0.85,651
2999,8.82,3.01,1.31,0.952,507
3000,8.56,1.37,1.0,1.972,759
3001,9.23,1.69,2.05,0.489,393
3002,8.52,4.63,0.93,0.961,609
3003,9.45,4.58,1.36,0.615,473
3004,10.03,4.93,1.35,0.441,324
3005,8.83,14.72,1.07,0.59,455
3006,8.07,2.37,0.91,1.563,738
3007,9.94,2.9,1.21,0.246,68
3008,8.72,1.33,0.8,1.309,719
3009,7.84,1.71,0.96,1.274,698
3010,8.61,8.5,1.1,0.46,420
3011,9.4,2.94,1.34,1.0,609
3012,7.76,3.9,0.95,1.046,507
3013,8.23,9.68,1.66,0.397,292
3014,8.61,2.23,1.18,1.068,609
3015,9.52,2.48,1.09,0.261,99
3016,8.77,6.72,1.09,0.446,366
3017,6.81,6.18,0.52,1.26,745
3018,7.88,13.27,1.09,0.518,366
3019,9.04,2.12,1.21,1.348,507
3020,9.81,4.32,1.38,0.541,420
3021,9.36,8.2,1.48,0.724,530
3022,7.43,20.14,0.91,0.538,420
3023,8.68,4.98,0.83,1.205,687
3024,10.5,30.52,1.79,1.143,742
3025,6.83,13.82,0.79,0.432,366
3026,9.31,1.66,1.41,1.285,698
3027,10.75,4.83,2.12,0.069,2
3028,8.12,4.16,0.73,0.936,609
3029,7.67,5.02,1.08,1.08,507
3030,8.46,8.79,1.14,0.575,431
3031,9.19,3.33,1.42,1.414,838
3032,9.1,2.79,1.39,1.075,609
3033,7.9,5.26,1.15,0.744,477
3034,6.38,30.95,0.5,0.551,400
3035,9.02,3.15,0.83,0.418,366
3036,9.47,2.76,1.56,0.442,354
3037,8.57,1.61,1.16,0.188,99
3038,6.0,10.75,0.71,1.142,674
3039,7.72,7.38,0.77,0.542,393
3040,5.36,7.94,0.79,1.16,355
3041,9.27,8.65,1.23,0.465,333
3042,8.62,1.6,1.21,1.72,771
3043,8.65,3.75,0.99,0.922,609
3044,6.68,24.12,0.82,0.519,416
3045,11.41,43.64,2.59,1.476,815
3046,10.05,6.86,1.74,0.657,445
3047,6.73,4.95,0.57,1.199,609
3048,8.4,2.09,1.09,1.685,738
3049,8.5,6.69,0.8,0.447,354
3050,8.76,13.44,1.16,0.584,455
3051,8.03,7.33,1.21,0.243,122
3052,8.69,5.64,1.22,0.684,507
3053,8.43,3.84,1.35,1.086,633
3054,9.12,0.18,1.43,1.384,685
3055,7.8,3.24,0.93,0.962,609
3056,8.56,4.1,1.13,1.043,586
3057,8.08,1.72,1.28,1.541,685
3058,9.1,6.21,1.18,0.553,431
3059,8.38,2.3,1.11,1.298,698
3060,7.64,4.08,1.82,0.767,445
3061,8.69,5.45,1.26,0.549,431
3062,11.49,18.91,2.89,1.255,758
3063,7.58,4.56,0.82,1.086,507
3064,9.56,8.72,8.21,0.34,55
3065,8.16,16.01,0.93,0.521,398
3066,7.21,6.11,1.33,0.19,55
3067,7.04,5.61,0.72,1.122,643
3068,7.98,3.78,1.05,1.061,633
3069,9.51,5.84,1.53,0.451,354
3070,7.43,17.02,0.95,0.571,420
3071,5.89,39.26,0.56,0.564,465
3072,7.26,-0.02,0.74,1.92,745
3073,7.3,4.79,0.64,0.026,2
3074,10.2,-0.01,1.63,0.461,344
3075,8.24,14.62,0.97,0.677,445
3076,6.49,6.48,1.01,0.91,575
3077,8.01,5.09,1.41,0.285,2
3078,9.6,1.69,1.67,0.417,312
3079,7.49,0.81,0.79,1.38,722
3080,2.24,14.27,0.57,1.17,629
3081,8.71,2.73,1.34,1.106,668
3082,8.8,19.11,1.13,0.71,530
3083,8.68,17.32,1.19,0.638,492
3084,8.49,9.5,1.11,0.63,366
3085,7.71,1.8,1.08,1.51,685
3086,6.14,35.02,0.74,0.718,492
3087,9.88,9.7,1.3,0.695,507
3088,6.75,4.87,0.84,0.996,633
3089,8.59,0.74,1.01,1.334,609
3090,8.88,4.86,1.29,0.996,574
3091,8.95,7.26,0.95,0.513,382
3092,9.27,3.15,1.44,1.154,738
3093,5.9,5.66,0.94,1.091,633
3094,9.05,4.72,0.91,0.491,382
3095,8.78,23.09,1.37,0.747,556
3096,8.22,4.29,0.87,0.419,331
3097,9.19,-0.78,1.14,0.704,158
3098,9.13,2.51,1.08,0.968,609
3099,8.34,4.09,0.71,0.246,90
3100,9.78,1.11,2.81,0.598,455
3101,9.09,6.81,1.25,0.542,366
3102,8.45,5.05,1.19,0.927,518
3103,7.02,38.65,1.1,0.62,447
3104,8.36,11.81,0.99,0.531,390
3105,7.36,57.9,0.98,0.937,709
3106,9.33,0.85,2.66,0.413,729
3107,8.8,3.14,0.98,0.882,538
3108,7.99,4.9,0.93,0.903,507
3109,9.34,1.84,1.04,1.095,668
3110,7.37,21.91,0.82,0.539,416
3111,8.82,3.36,1.24,0.827,581
3112,9.78,5.84,1.37,0.657,492
3113,11.27,6.68,2.25,0.49,869
3114,7.6,17.45,0.88,0.458,364
3115,8.71,5.12,1.22,1.059,609
3116,9.01,0.02,1.23,0.908,609
3117,8.85,2.94,1.15,0.017,2
3118,8.32,3.76,1.26,0.1,30
3119,9.38,5.79,1.5,0.505,416
3120,8.0,3.87,0.94,1.056,507
3121,8.23,2.57,1.05,1.154,668
3122,8.96,8.75,1.35,0.531,445
3123,9.31,2.63,1.32,0.45,317
3124,9.6,9.55,1.55,0.712,500
3125,7.05,6.57,0.86,1.05,668
3126,9.11,1.74,2.45,0.46,331
3127,9.11,6.38,1.28,0.528,420
3128,7.44,6.53,0.88,0.122,139
3129,8.61,-0.09,1.0,-0.003,39
3130,9.87,4.92,1.42,0.418,333
3131,5.3,9.47,0.81,0.891,575
3132,9.92,20.28,1.77,0.93,712
3133,9.38,2.67,1.27,0.107,2
3134,8.05,2.5,1.03,1.008,609
3135,8.56,2.71,1.09,1.55,738
3136,6.52,29.99,0.83,0.528,366
3137,7.99,0.98,1.03,-0.236,154
3138,9.36,13.75,0.93,0.64,500
3139,9.94,5.79,1.56,0.642,473
3140,6.74,8.73,0.73,0.072,2
3141,9.61,9.29,0.96,0.558,424
3142,9.63,2.57,1.34,0.177,2
3143,10.84,22.95,3.02,1.27,758
3144,8.8,6.12,1.26,0.251,80
3145,4.59,13.19,0.67,0.953,575
3146,9.33,1.28,1.33,1.054,609
3147,8.61,5.44,0.77,0.468,344
3148,9.26,0.75,1.35,0.061,238
3149,8.75,0.29,1.14,1.771,759
3150,10.67,30.07,4.42,1.176,738
3151,7.89,2.86,0.87,0.291,80
3152,7.67,5.97,0.95,0.976,507
3153,9.15,1.0,1.3,1.145,609
3154,9.97,13.82,1.13,0.709,515
3155,8.86,2.14,1.3,1.07,581
3156,11.64,18.85,3.22,1.36,791
3157,8.99,0.58,1.27,1.449,608
3158,9.24,5.65,1.4,1.175,609
3159,7.68,2.87,1.15,1.549,735
3160,8.42,8.99,1.23,0.377,292
3161,7.7,9.7,0.94,0.647,445
3162,9.16,5.85,1.08,0.409,378
3163,8.61,5.1,1.21,0.507,445
3164,7.9,3.93,0.94,0.296,292
3165,6.55,5.73,0.81,1.244,658
3166,6.95,20.99,0.66,0.579,420
3167,9.03,2.52,0.88,1.082,668
3168,6.06,7.06,0.77,0.298,110
3169,8.93,5.31,1.25,0.424,317
3170,8.8,4.56,1.14,0.908,586
3171,7.84,16.94,0.94,0.528,420
3172,7.64,7.51,0.85,0.495,366
3173,8.45,3.4,0.81,0.098,47
3174,8.32,7.04,1.07,0.168,39
3175,8.84,1.85,1.14,1.064,609
3176,5.72,15.29,0.58,0.131,141
3177,8.63,14.53,1.09,0.647,507
3178,10.99,19.15,2.1,1.27,758
3179,8.09,1.23,0.86,0.832,292
3180,10.7,18.72,1.86,1.597,758
3181,7.97,3.82,1.07,1.395,609
3182,7.65,2.86,0.95,-0.057,238
3183,8.78,3.92,1.13,0.926,581
3184,8.5,1.02,1.13,1.304,609
3185,8.72,0.46,1.01,0.026,253
3186,7.06,7.14,0.76,0.365,574
3187,7.42,4.59,0.77,0.279,55
3188,7.65,10.33,1.22,0.492,411
3189,8.77,14.87,1.19,0.531,431
3190,7.03,20.38,1.02,0.452,366
3191,8.84,1.89,1.18,1.698,758
3192,9.89,7.72,1.63,0.609,455
3193,7.79,0.73,1.13,1.428,685
3194,9.78,-0.42,1.13,1.52,738
3195,5.83,6.48,0.58,1.042,597
3196,4.8,2.94,0.73,-0.105,185
3197,7.65,2.85,0.92,0.014,253
3198,7.88,1.3,1.14,0.94,507
3199,8.52,-0.78,0.89,1.622,775
3200,9.48,13.09,1.5,0.735,554
3201,10.45,3.23,1.83,0.293,39
3202,12.2,10.24,3.34,0.95,769
3203,8.15,4.14,1.1,1.285,609
3204,9.8,2.62,1.64,1.159,609
3205,10.05,3.03,1.46,0.801,445
3206,7.95,4.08,0.96,0.979,596
3207,8.39,19.59,1.12,0.677,507
3208,8.85,10.16,1.12,0.491,420
3209,8.76,6.27,1.13,0.535,420
3210,9.47,6.33,1.42,0.521,366
3211,9.65,7.05,4.02,0.46,333
3212,6.78,5.96,0.92,1.348,719
3213,10.45,18.33,1.58,1.16,712
3214,8.15,16.84,1.03,0.543,416
3215,9.75,4.18,2.2,0.643,443
3216,9.34,3.31,1.46,0.11,47
3217,9.21,6.73,1.24,0.566,455
3218,8.54,8.63,0.97,0.425,366
3219,7.33,3.41,0.94,1.043,609
3220,8.23,2.58,1.14,0.94,609
3221,7.59,16.16,1.19,0.515,431
3222,9.17,3.11,1.35,1.0,609
3223,10.14,9.09,1.75,0.596,455
3224,8.0,1.45,1.07,0.893,609
3225,11.17,18.35,4.1,1.24,758
3226,5.38,24.59,0.51,0.515,398
3227,7.2,5.4,0.81,0.343,292
3228,8.77,0.95,1.17,1.071,639
3229,9.28,8.25,1.39,0.693,445
3230,6.18,3.21,0.66,-0.004,254
3231,9.84,5.02,1.48,0.434,354
3232,8.73,0.85,1.02,1.321,719
3233,7.69,3.55,0.85,0.127,55
3234,9.1,24.04,5.66,0.772,569
3235,8.19,2.49,1.09,1.576,685
3236,8.49,1.89,1.11,1.572,738
3237,8.45,30.82,5.8,0.848,622
3238,8.87,18.19,1.45,0.702,500
3239,8.4,1.68,1.18,1.166,672
3240,7.07,1.87,0.85,1.605,784
3241,8.9,6.02,1.1,0.264,39
3242,6.94,0.22,0.78,0.059,172
3243,7.54,0.65,0.92,0.008,253
3244,7.22,3.18,1.38,0.019,3
3245,8.02,1.22,0.83,1.455,609
3246,8.61,4.56,1.23,0.564,420
3247,7.01,6.41,0.72,0.192,99
3248,5.99,13.73,0.58,1.318,745
3249,8.62,2.95,0.96,1.164,684
3250,6.05,7.55,1.22,-0.024,257
3251,8.72,-1.67,2.13,0.484,420
3252,9.58,7.41,1.05,0.501,366
3253,8.82,8.61,1.04,0.55,420
3254,8.75,9.61,1.37,0.518,382
3255,9.73,9.0,1.7,0.571,473
3256,7.37,5.24,0.74,1.077,695
3257,10.37,42.03,1.98,1.46,789
3258,7.79,2.98,0.76,0.15,2
3259,9.65,5.29,1.34,0.567,366
3260,7.06,5.77,0.86,1.52,745
3261,9.74,-4.09,1.41,0.166,238
3262,7.28,0.44,0.75,0.637,28
3263,8.74,2.68,1.12,1.118,668
3264,6.63,24.48,0.91,0.529,420
3265,8.44,2.08,1.4,0.14,2
3266,6.56,6.93,0.89,1.181,609
3267,8.32,1.61,0.81,0.092,253
3268,9.31,7.34,1.88,0.508,420
